"Benchmarking ID","Building Address","Building City","Building State","Building Zip","Building Name","Primary Type","Gross Floor Area","Submission Status #7","X Coordinate","Y Coordinate","Owner Company","Compliance Required","Submission Year","Energy Star Score","Weather Normalized Site EUI (kBtu/ft^2)","Direct GHG Emissions (Metric Tons CO2e)","Indirect GHG Emissions (Metric Tons CO2e)","Weather Normalized Source EUI (kBtu/ft^2)","Indoor Water Use (All Water Sources) (kgal)","Outdoor Water Use (All Water Sources) (kgal)","Water Use (All Water Sources) (kgal)"
"12-CM-04716","301 Nichols Rd","Kansas City","Missouri","64,112","Nichols","Other - Mall","112,286","submitted","39.0414283","-94.5931246","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","36.5","39.4","444","91.40","Not Available","Not Available","4,392.9"
"12-CM-04717","306 W 47th St","Kansas City","Missouri","64,112","Triangle","Other - Mall","112,593","submitted","39.0425798","-94.5904021","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","35.4","93.9","294.8","72.60","Not Available","Not Available","1,665"
"12-CM-04718","400 W 47th St","Kansas City","Missouri","64,112","Valencia B","Parking","75,491","submitted","39.0425111","-94.5917395","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","94.2","234.4","349","161.50","Not Available","Not Available","3,527.9"
"10-CM-06305","701 E 63rd St","Kansas City","Missouri","64,110",,,"50,592","noSubmittal","39.0131515","-94.5780326","ERROR: #N/A","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"10-CM-06320","751 E 63rd St","Kansas City","Missouri","64,110",,,"42,000","noSubmittal","39.0131304","-94.5773951","Bb63 II LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"10-CM-06325","701 E 63rd St","Kansas City","Missouri","64,110",,,"30,000","noSubmittal","39.0131515","-94.5780326","Bb63 II LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-CM-04719","401 Nichols Rd","Kansas City","Missouri","64,112","Time","Other - Mall","360,088","submitted","39.040866","-94.592033","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","48.1","225.7","1,710","114.60","Not Available","Not Available","10,537.6"
"12-CM-04720","211 Nichols Rd","Kansas City","Missouri","64,112","Plaza 211","Other - Mall","229,504","submitted","39.041207","-94.589665","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","20","0","595.8","55.90","Not Available","Not Available","1,727.7"
"12-CM-04725","400 Nichols Rd","Kansas City","Missouri","64,112","Esplande","Other - Mall","3,211,626","submitted","39.0414147","-94.5918228","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","15.4","115.6","369.7","31.50","Not Available","Not Available","775.9"
"10-IS-04810","4825 Troost Ave","Kansas City","Missouri","64,110",,,"78,864","noSubmittal","39.0394507","-94.5725986","The Curators Of The University Of MO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-CM-04730","100 Ward Pkwy","Kansas City","Missouri","64,112","Swanson","Other - Mall","98,262","submitted","39.0407849","-94.5881096","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","207.3","453.3","1,512.2","428.60","Not Available","Not Available","7,345.1"
"12-CM-04731","410 Nichols Rd","Kansas City","Missouri","64,112","Plaza Central","Other - Mall","116,082","submitted","39.0418949","-94.592437","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","44","84.1","464.1","99.90","Not Available","Not Available","2,669.3"
"10-IS-05020","4949 Cherry St","Kansas City","Missouri","64,110",,,"57,029","noSubmittal","39.0369881","-94.5794509","The Curators Of The University Of MO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05025","4949 Cherry St","Kansas City","Missouri","64,110",,,"93,178","noSubmittal","39.0369881","-94.5794509","The Curators Of The University Of MO","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05030","5030 Cherry St","Kansas City","Missouri","64,110",,,"76,360","noSubmittal","39.0352553","-94.582192","The Curators Of The University Of MO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05035","5030 Cherry St","Kansas City","Missouri","64,110",,,"99,501","noSubmittal","39.0352553","-94.582192","The Curators Of The University Of MO","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05050","4949 Cherry St","Kansas City","Missouri","64,110",,,"99,500","noSubmittal","39.0369881","-94.5794509","The Curators Of The University Of MO","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05105","1000 E 51st St","Kansas City","Missouri","64,110",,,"74,330","noSubmittal","39.035325","-94.574476","The Curators Of The University Of MO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05110","1000 E 51st St","Kansas City","Missouri","64,110",,,"60,386","noSubmittal","39.035325","-94.574476","The Curators Of The University Of MO","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05120","5106 Cherry St","Kansas City","Missouri","64,110",,,"118,091","noSubmittal","39.032972","-94.581424","The Curators Of The University Of MO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-CM-04733","410 Nichols Rd","Kansas City","Missouri","64,112","Cordoba","Other - Mall","292,350","submitted","39.0418949","-94.592437","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","27","3","1,014.8","75.30","Not Available","Not Available","122.4"
"10-IS-05220","1001 E 52nd St","Kansas City","Missouri","64,110","St Francis Xavier Parish","Worship Facility","120,839","noSubmittal","39.0321122","-94.5742511","Catholic Diocese Of Kansas City-St Joseph","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05810","5825 5829 5835 Troost","Kansas City","Missouri","64,110","5825-30 Troost - Spay and Neuter & Safety Council Complex","Office","19,316","noSubmittal","39.0204114","-94.5738068","Spay & Neuter Knasas City","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-CM-04734","424 W 47th St","Kansas City","Missouri","64,112","Valencia A","Other - Mall","289,315","submitted","39.0425279","-94.5924032","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","24.4","0","920.2","68.30","Not Available","Not Available","6,516.4"
"10-IS-06315","1734 E 63rd St","Kansas City","Missouri","64,110",,,"64,480","noSubmittal","39.0132875","-94.565062","Sixty Third Street Office Inv LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"12-CM-04735","421 W 47th St","Kansas City","Missouri","64,112","Granada","Other - Mall","74,646","submitted","39.0421594","-94.5923146","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","16.3","0","162.1","45.60","Not Available","Not Available","480.6"
"12-CM-04737","502 Nichols Rd","Kansas City","Missouri","64,112","Seville East","Parking","100,588","submitted","39.0414858","-94.5937845","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","84.6","19.1","1,059.2","230.70","Not Available","Not Available","1,625"
"12-CM-04755","612 W 47th St","Kansas City","Missouri","64,112",,,"108,204","submitted","39.0427445","-94.5942871","Port Authority Of KCMO","By Ordinance","2,023","Not Available","Not Available","0","51.8","Not Available","245.1","Not Available","245.1"
"12-CM-04760","700 W 47th St","Kansas City","Missouri","64,112",,,"458,040","submitted","39.0428626","-94.5954161","Plaza Steppes Limited","By Ordinance","2,023","58","63.6","0","1,996.4","178.20","7826.6","Not Available","7,826.6"
"12-CM-04765","770 W 47th St","Kansas City","Missouri","64,112","Sheraton Suites Country Club Plaza","Hotel","186,000","submitted","39.0428858","-94.5958596","MHF KC Note VII LLC, Magna Hospitality Group","By Ordinance","2,023","16","145.5","853.1","1,431.5","257.40","Not Available","Not Available","9,943.3"
"12-CM-04770","800 W 47th St","Kansas City","Missouri","64,112","Plaza Corporate Centre","Office","107,817","submitted","39.0425901","-94.5967971","% Magna Hospitality Group","By Ordinance","2,023","65","83.7","247.1","583.1","161.90","Not Available","Not Available","999.5"
"12-CM-04788","4720 Oak St","Kansas City","Missouri","64,112","41 Action News",,"67,334","submitted","39.0410749","-94.5829983","Scripps-Howard Broadcasting","By Ordinance","2,023","17","159.1","199","847.6","345.40","5.5","14.9","20.4"
"12-CM-04795","4743 Pennsylvania Ave","Kansas City","Missouri","64,112","Penguin/48th St Shops/Plaza Savings","Other - Mall","362,629","submitted","39.0406613","-94.5934778","Highwoods Realty Limited Ptp","By Ordinance","2,023","Not Available","44.3","516.2","855.8","78.30","Not Available","Not Available","5,178.1"
"12-CM-04810","1 Ward Parkway","Kansas City","Missouri","64,112","Country Club Bank","Financial Office","71,497","submitted","39.0395989","-94.5876615","Country Club Bank","By Ordinance","2,023","Not Available","86","0","809.8","240.80","602.6","Not Available","602.6"
"12-CM-04820","325 Ward Pkwy","Kansas City","Missouri","64,112","Lighthouse Properties dba The Raphael Hotel","Hotel","101,492","submitted","39.039442","-94.5912261","Lighthouse Properties II LLC","By Ordinance","2,023","24","169.9","682.9","607.7","259.30","Not Available","Not Available","5,800.6"
"12-CM-04850","4800 Main St","Kansas City","Missouri","64,112","Board of Trade",,"164,661","submitted","39.0389474","-94.5875135","Port Authority Of KCMO","By Ordinance","2,023","Not Available","78.8","253.1","1,120.4","171.00","Not Available","Not Available","3,358.3"
"12-CM-04915","4900 Main St","Kansas City","Missouri","64,112","4900 Main","office","182,153","submitted","39.0379166","-94.5875884","49th & Main LLC","By Ordinance","2,023","55","66.4","0","1,544.3","185.80","4592.2","Not Available","4,592.2"
"11-CM-03105","3130 Broadway St","Kansas City","Missouri","64,111",,,"80,640","noSubmittal","39.0700168","-94.590471","Jones Forrest T & Co","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-CM-04930","4900 Oak St","Kansas City","Missouri","64,112","Russell Stover Chocolates, LLC","office","94,000","submitted","39.0378243","-94.5829983","Russell Stover Candies, LLC","By Ordinance","2,023","97","30.5","0","372.9","85.50","Not Available","Not Available","2,815.4"
"12-CM-04960","4900 Central St","Kansas City","Missouri","64,112","Kirkwood Grove","Multifamily Housing","85,868","submitted","39.0382846","-94.5909405","To The Building Owner Of","By Ordinance","2,023","34","40","12.7","417.7","107.40","Not Available","Not Available","1,647.8"
"11-CM-03130","3101 Main St","Kansas City","Missouri","64,111",,,"54,321","noSubmittal","39.0704223","-94.5846108","Children's Center Campus","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"11-CM-03210","3244 Main St","Kansas City","Missouri","64,111",,,"40,000","noSubmittal","39.067574","-94.58578","A B C R E Inc","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-IS-04810","4801 Main St","Kansas City","Missouri","64,112","Plaza Colonnade","office","365,074","submitted","39.0394371","-94.586425","Kansas City Urban Public Library District","By Ordinance","2,023","70","53.8","0","2,559.6","150.50","5025.5","Not Available","5,025.5"
"12-IS-05120","5134 Baltimore Ave","Kansas City","Missouri","64,112","Visitation School","K-12 School","60,000","submitted","39.0340143","-94.5889649","Catholic Diocese Of Kansas City-St Joseph","By Ordinance","2,023","67","78.2","106.2","64.1","94.30","308.1","Not Available","308.1"
"12-MF-04605","333 W 46th Ter","Kansas City","Missouri","64,112","Cambria 01325","Multifamily Housing","77,776","submitted","39.0430999","-94.5909197","46 Broadway LLC","By Ordinance","2,023","74","38.4","0","389.9","107.60","Not Available","Not Available","1,824.2"
"12-MF-04640","4618 Warwick Blvd","Kansas City","Missouri","64,112","Sophian Plaza Inc","Multifamily Housing","75,304","submitted","39.0427983","-94.583603","Sophian Plaza Inc, Signature Property Management","By Ordinance","2,023","51","90.6","293","197.5","130.30","Not Available","Not Available","2,611"
"12-MF-04710","209 Emanuel Cleaver II Blvd","Kansas City","Missouri","64,112","Plaza 209","Multifamily Housing","76,141","submitted","39.0418074","-94.5840061","CF Real Estate Il Series KC Plaza Towers","By Ordinance","2,023","92","31","0","313","86.80","1287","Not Available","1,287"
"12-MF-04730","4712 Roanoke Pkwy","Kansas City","Missouri","64,112","KC89 LLC","Multifamily Housing","76,228","submitted","39.0418409","-94.5976339","Kc89 LLC, Mike Johnson","By Ordinance","2,023","100","3.5","0","47.7","9.80","1365.6","Not Available","1,365.6"
"12-MF-04750","4727 Jarboe St","Kansas City","Missouri","64,112","Plaza Hills Condominiums","Multifamily Housing","126,528","submitted","39.0417711","-94.5994081","Plaza Hills Partners LLC, Park Hill Partners I LLC","By Ordinance","2,023","100","25","106.4","162.7","43.50","Not Available","Not Available","2,320.9"
"12-MF-04760","4740 Roanoke Pkwy","Kansas City","Missouri","64,112","Carlton Plaza Condominiums","Multifamily Housing","91,152","submitted","39.0413533","-94.5976339","West Plaza Properties LLC","By Ordinance","2,023","99","38.8","157.9","76","52.20","Not Available","Not Available","1,725.7"
"12-MF-04814","105 Ward Pkwy","Kansas City","Missouri","64,112","Casa Loma Apartments","Multifamily Housing","90,000","submitted","39.039683","-94.5884408","Arthur Fels Company","By Ordinance","2,023","72","Not Available","340.3","192.6","Not Available","Not Available","Not Available","2,551.6"
"08-MF-02120","2120 Wyandotte St","Kansas City","Missouri","64,108","Freighthouse Flats","Multifamily Housing","41,008","noSubmittal","39.0875217","-94.5865863","2120 Wyandotte Investors LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"12-MF-04830","235 Ward Pkwy","Kansas City","Missouri","64,112","Locarno Partners, LP","Multifamily Housing","112,277","submitted","39.0398321","-94.5903296","Locarno Partners Lp","By Ordinance","2,023","87","60.2","178.2","456.1","117.80","5592.7","Not Available","5,592.7"
"12-MF-04840","433 Ward Pkwy","Kansas City","Missouri","64,112","433 Ward Parkway Condominiums","Multifamily Housing","115,908","submitted","39.0389705","-94.5941661","433 Ward Parkway Condominiums","By Ordinance","2,023","96","34.4","42.7","349.9","82.90","Not Available","1903.6","1,903.6"
"12-MF-04870","4840 Roanoke Pkwy","Kansas City","Missouri","64,112","Hotel Fontaine","Multifamily Housing","253,552","submitted","39.0397767","-94.5974446","Va West Properties LLC","By Ordinance","2,023","3","120.8","0","1,664.8","338.30","Not Available","Not Available","4,841.2"
"12-MF-04920","400 W 49th Ter","Kansas City","Missouri","64,112","Alameda Towers","Multifamily Housing","250,000","submitted","39.0382698","-94.5923517","Alameda Association Ltd","By Ordinance","2,023","1","20351.3","283,487.1","1,380.2","21443.40","Not Available","Not Available","4,713.5"
"12-MF-04950","4950 Central St","Kansas City","Missouri","64,112","Kirkwood Circle Condominium Association","Multifamily Housing","156,416","submitted","39.037531","-94.591505","Kirkwood Circle Condominium Association","By Ordinance","2,023","2","90.3","88.1","1,591.3","234.20","Not Available","Not Available","2,493.6"
"08-OU-01910","900 E 19th St","Kansas City","Missouri","64,108",,,"51,885","noSubmittal","39.0901591","-94.5727893","The Helping Hand of Good Will","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"08-OU-02310","2311 Jefferson St","Kansas City","Missouri","64,108",,,"0","noSubmittal","39.0859491","-94.5925917","Crossroads Westside Apartment LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"12-MF-05020","5049 Wornall Rd","Kansas City","Missouri","64,112","The Walnuts AB","Multifamily Housing","56,217","submitted","39.0359743","-94.5902753","The Walnuts Condominium Association","By Ordinance","2,023","1","163.5","1,420.7","444.2","205.00","4869.2","Not Available","4,869.2"
"08-CM-02450","1 E Pershing Rd","Kansas City","Missouri","64,108","Crown Center Complex",,"600,000","noSubmittal","39.0844513","-94.5806016","Crown Power & Redevelopment Corp","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
